Sequence,Location,Element Length,Strand,LTR-similarity,5'LTR_pos,5'LTR_length,3'LTR_pos,3'LTR_length,TSR,Sharpness,PPT
vespa_mandarinia_NW_023396044.1:27658-49220,41:1883, 1843,-,0.971,41:179,139,1744:1883,140,37:40/1884:1887,1/0.486,218:232
vespa_mandarinia_NW_023396044.1:27658-49220,41:14628, 14588,+,0.967,41:343,303,14325:14628,304,36:40/14629:14633,1/0.543,14283:14297
vespa_mandarinia_NW_023396044.1:27658-49220,41:14628, 14588,+,0.958,41:684,644,13984:14628,645,36:40/14629:14633,1/0.443,13935:13949
vespa_mandarinia_NW_023396044.1:27658-49220,1890:13444, 11555,+,1,1890:3746,1857,11588:13444,1857,1886:1889/13445:13448,0.529/0.529,11573:11587
vespa_mandarinia_NW_023396044.1:40423-61985,879:14446, 13568,-,0.948,879:1863,985,13462:14446,985,874:878/14447:14451,0.586/0.457,1874:1888
vespa_mandarinia_NW_023396044.1:40423-61985,1219:14105, 12887,-,0.953,1219:1863,645,13462:14105,644,1214:1218/14106:14110,0.557/0.543,1874:1888
vespa_mandarinia_NW_023396044.1:40423-61985,1889:13445, 11557,+,1,1889:3746,1858,11588:13445,1858,1885:1888/13446:13449,0.529/0.5,11573:11587
vespa_mandarinia_NW_023396044.1:54003-75565,1889:13446, 11558,+,0.999,1889:3746,1858,11588:13446,1859,1885:1888/13447:13450,0.514/0.5,11573:11587
vespa_mandarinia_NW_023396044.1:54003-75565,13488:15836, 2349,+,0.947,13488:14131,644,15192:15836,645,13483:13487/15837:15841,0.429/0.486,15150:15164
vespa_mandarinia_NW_023396044.1:61731-83293,5760:8108, 2349,+,0.947,5760:6403,644,7464:8108,645,5755:5759/8109:8113,0.429/0.486,7422:7436
vespa_mandarinia_NW_023396044.1:61731-83293,5760:21553, 15794,-,0.958,5760:7603,1844,19708:21553,1846,5756:5759/21554:21557,0.457/1,7642:7656
vespa_mandarinia_NW_023396044.1:61731-83293,5760:21553, 15794,-,0.963,5760:6921,1162,20390:21553,1164,5756:5759/21554:21557,0.429/1,6960:6974
vespa_mandarinia_NW_023396044.1:61731-83293,6782:21034, 14253,+,0.956,6782:8108,1327,19708:21034,1327,6777:6781/21035:21039,0.457/0.5,19666:19680
vespa_mandarinia_NW_023396044.1:61731-83293,7464:20352, 12889,+,0.953,7464:8108,645,19708:20352,645,7459:7463/20353:20357,0.471/0.5,19666:19680
vespa_mandarinia_NW_023396044.1:61731-83293,8119:19676, 11558,+,0.999,8119:9976,1858,17818:19676,1859,8115:8118/19677:19680,0.571/0.429,17734:17748
