Query	Hit type	PSSM-ID	From	To	E-Value	Bitscore	Accession	Short name	Incomplete	Superfamily
Q#647 - >seq647	superfamily	371998	81	217	0.000307536	41.0967	cl13666	Baculo_F superfamily	NC	 - 
Q#648 - >seq648	superfamily	371998	5	248	0.000210362	43.0227	cl13666	Baculo_F superfamily	N	 - 
Q#649 - >seq649	superfamily	417494	11	93	4.11964e-36	131846	cl14782	RNase_H_like superfamily	N	 - 
Q#649 - >seq649	superfamily	407771	356	413	7.48308e-19	80.3838	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#649 - >seq649	superfamily	419726	431	528	4.76241e-14	68.1212	cl21549	rve superfamily	 - 	 - 
Q#654 - >seq654	superfamily	413489	142	225	2.26725e-29	108837	cl02808	RT_like superfamily	C	 - 
Q#655 - >seq655	superfamily	417494	176	291	4.85434e-60	198.1	cl14782	RNase_H_like superfamily	 - 	 - 
Q#655 - >seq655	superfamily	413489	1	82	2.96846e-36	134645	cl02808	RT_like superfamily	N	 - 
Q#655 - >seq655	superfamily	407771	408	463	3.73073e-13	64.5906	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#655 - >seq655	superfamily	411202	460	593	1.14782e-06	50.6672	cl41329	transpos_IS481 superfamily	N	 - 
Q#656 - >seq656	superfamily	371998	81	217	0.000307536	41.0967	cl13666	Baculo_F superfamily	NC	 - 
Q#657 - >seq657	superfamily	371998	5	248	0.000233672	43.0227	cl13666	Baculo_F superfamily	N	 - 
Q#658 - >seq658	superfamily	417494	11	93	5.53499e-36	131461	cl14782	RNase_H_like superfamily	N	 - 
Q#658 - >seq658	superfamily	407771	356	413	7.48308e-19	80.3838	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#658 - >seq658	superfamily	419726	431	528	4.76241e-14	68.1212	cl21549	rve superfamily	 - 	 - 
Q#665 - >seq665	superfamily	417494	11	93	4.27877e-36	131846	cl14782	RNase_H_like superfamily	N	 - 
Q#665 - >seq665	superfamily	407771	357	413	2.4526e-18	79.2282	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#665 - >seq665	superfamily	419726	431	528	6.33582e-15	70.8176	cl21549	rve superfamily	 - 	 - 
Q#674 - >seq674	superfamily	407771	105	162	7.70958e-19	79.9986	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#674 - >seq674	superfamily	419726	180	277	2.01744e-13	65.81	cl21549	rve superfamily	 - 	 - 
Q#676 - >seq676	superfamily	413489	530	705	4.91869e-71	234797	cl02808	RT_like superfamily	 - 	 - 
Q#676 - >seq676	superfamily	417494	799	917	7.08413e-47	163432	cl14782	RNase_H_like superfamily	 - 	 - 
Q#676 - >seq676	superfamily	407771	997	1054	5.96669e-16	73065	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#676 - >seq676	superfamily	419726	1076	1164	2.0617e-14	70.0472	cl21549	rve superfamily	 - 	 - 
Q#676 - >seq676	superfamily	173561	249	307	1.81034e-09	57.5092	cl31762	PTZ00368 superfamily	C	 - 
Q#676 - >seq676	superfamily	416259	342	418	0.000123142	41.9384	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#677 - >seq677	superfamily	413489	39	220	2.73559e-78	253672	cl02808	RT_like superfamily	 - 	 - 
Q#677 - >seq677	superfamily	417494	315	433	6.72558e-52	177685	cl14782	RNase_H_like superfamily	 - 	 - 
Q#677 - >seq677	superfamily	407771	696	753	1.07528e-16	74991	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#677 - >seq677	superfamily	419726	771	868	7.20961e-14	68.1212	cl21549	rve superfamily	 - 	 - 
Q#694 - >seq694	superfamily	407771	221	278	9.19764e-20	81.9246	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#694 - >seq694	superfamily	419726	296	372	1.63701e-07	48.8613	cl21549	rve superfamily	C	 - 
Q#695 - >seq695	superfamily	411202	10	60	0.000293813	40.2668	cl41329	transpos_IS481 superfamily	N	 - 
Q#697 - >seq697	superfamily	413489	530	705	1.04714e-70	234027	cl02808	RT_like superfamily	 - 	 - 
Q#697 - >seq697	superfamily	417494	799	917	7.7468e-47	163432	cl14782	RNase_H_like superfamily	 - 	 - 
Q#697 - >seq697	superfamily	407771	997	1054	6.76145e-16	73065	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#697 - >seq697	superfamily	419726	1076	1164	2.29685e-14	70.0472	cl21549	rve superfamily	 - 	 - 
Q#697 - >seq697	superfamily	173561	249	307	1.98368e-09	57.5092	cl31762	PTZ00368 superfamily	C	 - 
Q#697 - >seq697	superfamily	416259	342	418	0.000134497	41.9384	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#699 - >seq699	superfamily	413489	22	129	1.81371e-23	90.8134	cl02808	RT_like superfamily	C	 - 
Q#700 - >seq700	superfamily	412407	55	128	9.84629e-14	64.6205	cl00490	EEP superfamily	NC	 - 
Q#709 - >seq709	superfamily	413489	27	100	0.00145934	39.5009	cl02808	RT_like superfamily	C	 - 
Q#738 - >seq738	superfamily	371998	4	276	3.05818e-05	45.7191	cl13666	Baculo_F superfamily	N	 - 
Q#739 - >seq739	superfamily	417494	11	93	5.75725e-36	131461	cl14782	RNase_H_like superfamily	N	 - 
Q#739 - >seq739	superfamily	407771	356	413	7.48308e-19	80.3838	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#739 - >seq739	superfamily	419726	431	528	4.76241e-14	68.1212	cl21549	rve superfamily	 - 	 - 
Q#740 - >seq740	superfamily	407771	738	788	2.64492e-11	59.1978	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#740 - >seq740	superfamily	416259	419	506	1.06518e-08	53.1092	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#740 - >seq740	superfamily	173561	358	400	2.76939e-08	53.6572	cl31762	PTZ00368 superfamily	NC	 - 
Q#740 - >seq740	superfamily	417494	635	676	3.89312e-08	52.4949	cl14782	RNase_H_like superfamily	N	 - 
Q#740 - >seq740	superfamily	215591	16	121	1.54967e-07	54844	cl33640	PLN03124 superfamily	C	 - 
Q#742 - >seq742	superfamily	404992	60	197	3.54394e-37	129673	cl26047	Retrotran_gag_2 superfamily	 - 	 - 
Q#742 - >seq742	superfamily	197667	213	229	0.0016353	35.1116	cl33244	ZnF_C2HC superfamily	 - 	 - 
Q#744 - >seq744	superfamily	159607	170	235	5.16952e-13	63522	cl11655	PRE_C2HC superfamily	 - 	 - 
Q#745 - >seq745	superfamily	412407	1	180	2.27803e-12	66.5506	cl00490	EEP superfamily	 - 	 - 
Q#751 - >seq751	superfamily	173561	249	307	3.40381e-09	55.5832	cl31762	PTZ00368 superfamily	C	 - 
Q#751 - >seq751	superfamily	416259	342	418	1.9913e-05	43094	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#752 - >seq752	superfamily	419726	1	88	5.09722e-15	69.2768	cl21549	rve superfamily	 - 	 - 
Q#767 - >seq767	superfamily	413489	27	100	0.000439791	40.6565	cl02808	RT_like superfamily	C	 - 
Q#801 - >seq801	superfamily	413489	11	120	1.87974e-15	68.4832	cl02808	RT_like superfamily	NC	 - 
Q#809 - >seq809	superfamily	413489	110	291	3.99931e-85	258294	cl02808	RT_like superfamily	 - 	 - 
Q#809 - >seq809	superfamily	407769	354	427	6.16654e-32	117206	cl39038	RT_RNaseH_2 superfamily	C	 - 
Q#810 - >seq810	superfamily	417494	11	93	4.03158e-36	127994	cl14782	RNase_H_like superfamily	N	 - 
Q#810 - >seq810	superfamily	407771	356	399	2.81087e-11	58.4274	cl39036	Integrase_H2C2 superfamily	C	 - 
Q#811 - >seq811	superfamily	419726	9	106	2.92253e-14	66.9656	cl21549	rve superfamily	 - 	 - 
Q#821 - >seq821	superfamily	371998	81	217	0.000307536	41.0967	cl13666	Baculo_F superfamily	NC	 - 
Q#822 - >seq822	superfamily	371998	5	248	0.000233672	43.0227	cl13666	Baculo_F superfamily	N	 - 
Q#823 - >seq823	superfamily	417494	11	93	3.76147e-36	131846	cl14782	RNase_H_like superfamily	N	 - 
Q#823 - >seq823	superfamily	407771	356	413	5.12108e-19	81.1542	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#823 - >seq823	superfamily	419726	431	528	7.55657e-13	64.6544	cl21549	rve superfamily	 - 	 - 
Q#831 - >seq831	superfamily	411202	12	61	5.35652e-05	41.8076	cl41329	transpos_IS481 superfamily	N	 - 
Q#832 - >seq832	superfamily	371998	104	240	0.000385769	41.0967	cl13666	Baculo_F superfamily	NC	 - 
Q#833 - >seq833	superfamily	371998	5	255	9.07076e-05	44.1783	cl13666	Baculo_F superfamily	N	 - 
Q#834 - >seq834	superfamily	417494	11	93	4.37033e-36	131846	cl14782	RNase_H_like superfamily	N	 - 
Q#834 - >seq834	superfamily	407771	356	413	7.70505e-19	80.3838	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#834 - >seq834	superfamily	419726	431	528	6.41334e-15	70.8176	cl21549	rve superfamily	 - 	 - 
Q#843 - >seq843	superfamily	413489	183	363	9.46383e-87	265613	cl02808	RT_like superfamily	 - 	 - 
Q#843 - >seq843	superfamily	407769	426	520	3.4262e-47	159578	cl39038	RT_RNaseH_2 superfamily	 - 	 - 
Q#844 - >seq844	superfamily	407771	149	204	5.86743e-13	63435	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#844 - >seq844	superfamily	417494	1	32	3.10212e-12	63.2805	cl14782	RNase_H_like superfamily	N	 - 
Q#844 - >seq844	superfamily	411202	201	334	1.35452e-06	49.8968	cl41329	transpos_IS481 superfamily	N	 - 
Q#845 - >seq845	superfamily	371998	81	217	0.000390017	40.7115	cl13666	Baculo_F superfamily	NC	 - 
Q#846 - >seq846	superfamily	371998	5	255	0.000412788	42.2523	cl13666	Baculo_F superfamily	N	 - 
Q#847 - >seq847	superfamily	417494	11	93	4.11964e-36	131846	cl14782	RNase_H_like superfamily	N	 - 
Q#847 - >seq847	superfamily	407771	356	413	7.48308e-19	80.3838	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#847 - >seq847	superfamily	419726	431	528	4.76241e-14	68.1212	cl21549	rve superfamily	 - 	 - 
Q#854 - >seq854	superfamily	419726	37	134	1.14852e-14	68.5064	cl21549	rve superfamily	 - 	 - 
Q#854 - >seq854	superfamily	407771	1	19	0.00762934	34.1598	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#856 - >seq856	superfamily	413489	530	705	1.04714e-70	234027	cl02808	RT_like superfamily	 - 	 - 
Q#856 - >seq856	superfamily	417494	799	917	7.67206e-47	163432	cl14782	RNase_H_like superfamily	 - 	 - 
Q#856 - >seq856	superfamily	407771	997	1054	6.76145e-16	73065	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#856 - >seq856	superfamily	419726	1076	1164	2.29685e-14	70.0472	cl21549	rve superfamily	 - 	 - 
Q#856 - >seq856	superfamily	173561	249	307	1.98368e-09	57.5092	cl31762	PTZ00368 superfamily	C	 - 
Q#856 - >seq856	superfamily	416259	342	418	0.000134497	41.9384	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#857 - >seq857	superfamily	413489	185	371	1.04945e-27	108533	cl02808	RT_like superfamily	C	 - 
Q#863 - >seq863	superfamily	417494	11	93	1.88425e-36	131846	cl14782	RNase_H_like superfamily	N	 - 
Q#863 - >seq863	superfamily	407771	356	413	3.63249e-17	75.3762	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#863 - >seq863	superfamily	419726	431	528	3.92737e-14	68.1212	cl21549	rve superfamily	 - 	 - 
Q#866 - >seq866	superfamily	413489	530	705	6.51489e-71	234412	cl02808	RT_like superfamily	 - 	 - 
Q#866 - >seq866	superfamily	417494	799	917	8.07929e-47	163432	cl14782	RNase_H_like superfamily	 - 	 - 
Q#866 - >seq866	superfamily	407771	997	1054	6.16771e-16	73065	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#866 - >seq866	superfamily	419726	1076	1164	2.05182e-14	70.0472	cl21549	rve superfamily	 - 	 - 
Q#866 - >seq866	superfamily	173561	249	307	1.87534e-09	57.5092	cl31762	PTZ00368 superfamily	C	 - 
Q#866 - >seq866	superfamily	416259	342	418	0.0001274	41.9384	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#870 - >seq870	superfamily	371998	75	472	2.86024e-12	69.2163	cl13666	Baculo_F superfamily	N	 - 
Q#871 - >seq871	superfamily	417494	15	93	1.55502e-35	130305	cl14782	RNase_H_like superfamily	N	 - 
Q#871 - >seq871	superfamily	407771	356	413	1.63679e-19	82.3098	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#871 - >seq871	superfamily	419726	431	528	7.23771e-14	67736	cl21549	rve superfamily	 - 	 - 
Q#875 - >seq875	superfamily	413489	27	100	0.00041187	40.6565	cl02808	RT_like superfamily	C	 - 
Q#888 - >seq888	superfamily	413489	409	590	3.38439e-83	261761	cl02808	RT_like superfamily	 - 	 - 
Q#888 - >seq888	superfamily	407769	654	726	5.62456e-30	113739	cl39038	RT_RNaseH_2 superfamily	C	 - 
Q#888 - >seq888	superfamily	416259	131	204	3.42375e-06	45.7869	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#889 - >seq889	superfamily	417494	11	93	5.01613e-36	131461	cl14782	RNase_H_like superfamily	N	 - 
Q#889 - >seq889	superfamily	407771	356	413	6.52885e-19	80769	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#889 - >seq889	superfamily	419726	431	528	7.70806e-13	64.6544	cl21549	rve superfamily	 - 	 - 
Q#896 - >seq896	superfamily	407771	105	162	2.48884e-19	80769	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#896 - >seq896	superfamily	419726	180	277	3.72403e-13	64.6544	cl21549	rve superfamily	 - 	 - 
Q#898 - >seq898	superfamily	413489	530	705	2.53635e-68	227093	cl02808	RT_like superfamily	 - 	 - 
Q#898 - >seq898	superfamily	417494	799	914	1.60613e-45	159.58	cl14782	RNase_H_like superfamily	 - 	 - 
Q#898 - >seq898	superfamily	407771	993	1050	7.65293e-16	72.6798	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#898 - >seq898	superfamily	419726	1072	1160	2.45135e-14	70.0472	cl21549	rve superfamily	 - 	 - 
Q#898 - >seq898	superfamily	173561	249	307	1.97749e-09	57.5092	cl31762	PTZ00368 superfamily	C	 - 
Q#898 - >seq898	superfamily	416259	342	418	0.000132788	41.9384	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#899 - >seq899	superfamily	413489	185	371	2.96307e-27	107377	cl02808	RT_like superfamily	C	 - 
Q#909 - >seq909	superfamily	413489	530	705	1.37126e-71	235182	cl02808	RT_like superfamily	 - 	 - 
Q#909 - >seq909	superfamily	417494	799	915	1.81937e-46	162277	cl14782	RNase_H_like superfamily	 - 	 - 
Q#909 - >seq909	superfamily	173561	249	307	1.47294e-09	57.5092	cl31762	PTZ00368 superfamily	C	 - 
Q#909 - >seq909	superfamily	407771	994	1035	7.88318e-09	52.6494	cl39036	Integrase_H2C2 superfamily	C	 - 
Q#909 - >seq909	superfamily	416259	342	418	0.000111406	41.9384	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#910 - >seq910	superfamily	419726	48	132	2.4716e-14	67736	cl21549	rve superfamily	 - 	 - 
Q#911 - >seq911	superfamily	413489	185	371	1.35707e-27	108147	cl02808	RT_like superfamily	C	 - 
Q#926 - >seq926	superfamily	413489	281	461	5.11199e-84	263302	cl02808	RT_like superfamily	 - 	 - 
Q#926 - >seq926	superfamily	417494	555	670	5.15736e-60	197715	cl14782	RNase_H_like superfamily	 - 	 - 
Q#926 - >seq926	superfamily	416259	49	127	1.19706e-06	46946	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#928 - >seq928	superfamily	417494	11	93	1.43738e-35	130305	cl14782	RNase_H_like superfamily	N	 - 
Q#928 - >seq928	superfamily	407771	356	413	7.55635e-19	80.3838	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#928 - >seq928	superfamily	419726	431	528	4.76241e-14	68.1212	cl21549	rve superfamily	 - 	 - 
Q#935 - >seq935	superfamily	407771	34	91	5.92994e-18	71.5242	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#936 - >seq936	superfamily	411202	10	60	0.00021359	40652	cl41329	transpos_IS481 superfamily	N	 - 
Q#943 - >seq943	superfamily	413489	183	363	1.3209e-82	265228	cl02808	RT_like superfamily	 - 	 - 
Q#943 - >seq943	superfamily	417494	457	572	4.01021e-58	195404	cl14782	RNase_H_like superfamily	 - 	 - 
Q#943 - >seq943	superfamily	407771	689	744	3.05936e-13	64.9758	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#943 - >seq943	superfamily	411202	741	874	6.61081e-07	52208	cl41329	transpos_IS481 superfamily	N	 - 
Q#944 - >seq944	superfamily	371998	81	217	0.000390017	40.7115	cl13666	Baculo_F superfamily	NC	 - 
Q#945 - >seq945	superfamily	371998	5	255	0.000462521	41.8671	cl13666	Baculo_F superfamily	N	 - 
Q#946 - >seq946	superfamily	417494	11	93	7.56157e-36	129.15	cl14782	RNase_H_like superfamily	N	 - 
Q#946 - >seq946	superfamily	407771	357	413	1.27166e-18	79.6134	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#946 - >seq946	superfamily	419726	431	507	2.83424e-09	54254	cl21549	rve superfamily	C	 - 
Q#947 - >seq947	superfamily	411202	10	60	0.00016826	39.1112	cl41329	transpos_IS481 superfamily	N	 - 
Q#954 - >seq954	superfamily	413489	183	363	1.40443e-82	265228	cl02808	RT_like superfamily	 - 	 - 
Q#954 - >seq954	superfamily	417494	457	572	1.64252e-59	199256	cl14782	RNase_H_like superfamily	 - 	 - 
Q#954 - >seq954	superfamily	407771	689	744	3.34039e-13	64.9758	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#954 - >seq954	superfamily	411202	741	874	7.63616e-07	51.8228	cl41329	transpos_IS481 superfamily	N	 - 
Q#955 - >seq955	superfamily	371998	81	217	0.000307536	41.0967	cl13666	Baculo_F superfamily	NC	 - 
Q#956 - >seq956	superfamily	371998	5	248	0.00104324	40.7115	cl13666	Baculo_F superfamily	N	 - 
Q#957 - >seq957	superfamily	417494	11	93	4.11964e-36	131846	cl14782	RNase_H_like superfamily	N	 - 
Q#957 - >seq957	superfamily	407771	356	413	7.48308e-19	80.3838	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#957 - >seq957	superfamily	419726	431	528	4.76241e-14	68.1212	cl21549	rve superfamily	 - 	 - 
Q#968 - >seq968	superfamily	417494	90	198	5.46951e-42	147639	cl14782	RNase_H_like superfamily	 - 	 - 
Q#968 - >seq968	superfamily	407771	277	334	1.33313e-15	71139	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#968 - >seq968	superfamily	419726	356	440	4.50248e-14	68.1212	cl21549	rve superfamily	 - 	 - 
Q#969 - >seq969	superfamily	413489	185	363	6.26827e-27	106221	cl02808	RT_like superfamily	C	 - 
Q#978 - >seq978	superfamily	413489	418	599	2.90925e-83	262146	cl02808	RT_like superfamily	 - 	 - 
Q#978 - >seq978	superfamily	407769	662	735	1.01632e-31	118747	cl39038	RT_RNaseH_2 superfamily	C	 - 
Q#978 - >seq978	superfamily	416259	140	213	3.46683e-06	45.7869	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#979 - >seq979	superfamily	417494	11	93	5.53499e-36	131461	cl14782	RNase_H_like superfamily	N	 - 
Q#979 - >seq979	superfamily	407771	356	413	7.48308e-19	80.3838	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#979 - >seq979	superfamily	419726	431	528	4.76241e-14	68.1212	cl21549	rve superfamily	 - 	 - 
Q#989 - >seq989	superfamily	416259	140	210	0.000158875	39.6237	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#990 - >seq990	superfamily	413489	79	124	1.33347e-09	53.5056	cl02808	RT_like superfamily	C	 - 
Q#991 - >seq991	superfamily	413489	12	168	8.64884e-79	234027	cl02808	RT_like superfamily	 - 	 - 
Q#992 - >seq992	superfamily	417494	45	163	1.44637e-57	190782	cl14782	RNase_H_like superfamily	 - 	 - 
Q#992 - >seq992	superfamily	407771	431	483	1.85266e-18	79.6134	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#992 - >seq992	superfamily	411202	481	638	2.02193e-10	62.2232	cl41329	transpos_IS481 superfamily	N	 - 
Q#1004 - >seq1004	superfamily	413489	27	100	0.000965565	39.8861	cl02808	RT_like superfamily	C	 - 
Q#1017 - >seq1017	superfamily	413489	27	100	0.000965565	39.8861	cl02808	RT_like superfamily	C	 - 
Q#1030 - >seq1030	superfamily	413489	27	100	0.000682623	39.8861	cl02808	RT_like superfamily	C	 - 
Q#1035 - >seq1035	superfamily	417494	11	93	1.67474e-37	131076	cl14782	RNase_H_like superfamily	N	 - 
Q#1036 - >seq1036	superfamily	419726	37	134	7.97189e-15	67736	cl21549	rve superfamily	 - 	 - 
Q#1036 - >seq1036	superfamily	407771	1	19	0.00517741	34.1598	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#1077 - >seq1077	superfamily	415822	37	75	0.00211071	36.1221	cl10011	Periplasmic_Binding_Protein_type1 superfamily	N	 - 
Q#1099 - >seq1099	superfamily	413489	27	100	0.000240985	41.0417	cl02808	RT_like superfamily	C	 - 
Q#1100 - >seq1100	superfamily	413489	39	214	3.65268e-75	231716	cl02808	RT_like superfamily	 - 	 - 
Q#1100 - >seq1100	superfamily	407769	277	375	9.51508e-41	139933	cl39038	RT_RNaseH_2 superfamily	 - 	 - 
Q#1101 - >seq1101	superfamily	407771	105	162	8.82381e-16	71139	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1101 - >seq1101	superfamily	419726	184	272	1.06309e-14	69662	cl21549	rve superfamily	 - 	 - 
Q#1101 - >seq1101	superfamily	417494	1	26	7.5441e-05	42.0945	cl14782	RNase_H_like superfamily	N	 - 
Q#1110 - >seq1110	superfamily	413489	27	100	0.000400452	41.0417	cl02808	RT_like superfamily	C	 - 
Q#1121 - >seq1121	superfamily	371998	81	287	2.47293e-10	61.1271	cl13666	Baculo_F superfamily	NC	 - 
Q#1123 - >seq1123	superfamily	417494	11	93	1.67474e-37	131076	cl14782	RNase_H_like superfamily	N	 - 
Q#1124 - >seq1124	superfamily	419726	37	134	7.97189e-15	67736	cl21549	rve superfamily	 - 	 - 
Q#1124 - >seq1124	superfamily	407771	1	19	0.00517741	34.1598	cl39036	Integrase_H2C2 superfamily	N	 - 
Q#1135 - >seq1135	superfamily	413489	39	220	8.56982e-78	251746	cl02808	RT_like superfamily	 - 	 - 
Q#1135 - >seq1135	superfamily	417494	315	433	3.5503e-54	183848	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1135 - >seq1135	superfamily	407771	696	753	7.32191e-17	75.3762	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1135 - >seq1135	superfamily	419726	771	868	1.87985e-13	66.9656	cl21549	rve superfamily	 - 	 - 
Q#1140 - >seq1140	superfamily	413489	27	100	0.000241368	41.4269	cl02808	RT_like superfamily	C	 - 
Q#1148 - >seq1148	superfamily	413489	530	703	4.13847e-68	226708	cl02808	RT_like superfamily	 - 	 - 
Q#1148 - >seq1148	superfamily	417494	799	918	5.20568e-49	169596	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1148 - >seq1148	superfamily	407771	997	1054	4.40213e-16	73.4502	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1148 - >seq1148	superfamily	419726	1076	1160	1.82624e-13	67.3508	cl21549	rve superfamily	 - 	 - 
Q#1148 - >seq1148	superfamily	173561	249	307	1.98368e-09	57.5092	cl31762	PTZ00368 superfamily	C	 - 
Q#1148 - >seq1148	superfamily	416259	342	418	2.36185e-06	46946	cl11403	pepsin_retropepsin_like superfamily	 - 	 - 
Q#1155 - >seq1155	superfamily	417494	11	88	6.06933e-33	111045	cl14782	RNase_H_like superfamily	N	 - 
Q#1156 - >seq1156	superfamily	407771	221	278	5.09399e-18	78.0726	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1156 - >seq1156	superfamily	411202	276	433	1.00798e-13	71.8531	cl41329	transpos_IS481 superfamily	N	 - 
Q#1159 - >seq1159	superfamily	413489	185	371	5.89407e-27	106221	cl02808	RT_like superfamily	C	 - 
Q#1167 - >seq1167	superfamily	413489	183	363	1.20483e-82	265228	cl02808	RT_like superfamily	 - 	 - 
Q#1167 - >seq1167	superfamily	417494	457	572	1.54833e-59	199256	cl14782	RNase_H_like superfamily	 - 	 - 
Q#1167 - >seq1167	superfamily	407771	689	744	3.08938e-13	64.9758	cl39036	Integrase_H2C2 superfamily	 - 	 - 
Q#1167 - >seq1167	superfamily	411202	741	874	4.99884e-07	52.5932	cl41329	transpos_IS481 superfamily	N	 - 
Q#1168 - >seq1168	superfamily	371998	59	472	8.83989e-14	74.2239	cl13666	Baculo_F superfamily	 - 	 - 
Q#1169 - >seq1169	superfamily	417494	11	88	6.06933e-33	111045	cl14782	RNase_H_like superfamily	N	 - 
Q#1170 - >seq1170	superfamily	407771	221	278	5.62243e-19	80769	cl39036	Integrase_H2C2 superfamily	 - 	 - 
