Sequence	LTR5	LTR3	TSR	PPT	pos_gag	pos_protease	pos_rnase	pos_rt	pos_integrase	pos_transposase
trachymyrmex_cornetzi_NW_017299954.1:30849-48919	NA	NA	NA	NA	NA	NA	17623-16385, 6261-5911	17623-16385	15666-15166, 5921-5418	15666-15166, 5410-4748
trachymyrmex_cornetzi_NW_017299990.1:2620-24572	NA	NA	NA	NA	NA	16344-15679	15194-12522	15691-15146, 15194-12522	15194-12522	NA
trachymyrmex_cornetzi_NW_017300084.1:65556-87310	NA	NA	NA	NA	NA	NA	NA	NA	15124-11792	15124-11792
trachymyrmex_cornetzi_NW_017300137.1:32569-54530	8524:9857	17744:19077	8520:8523/19078:19081	9858:9872	NA	NA	14483-13293	15156-14401	13165-12734	12788-12069
trachymyrmex_cornetzi_NW_017300267.1:694591-716489	5834:6338	12697:13190	5829:5833/13191:13195	6347:6361	NA	NA	NA	NA	NA	NA
trachymyrmex_cornetzi_NW_017300318.1:80131-101582	NA	NA	NA	NA	NA	17675-17244	14484-13561	NA	13192-12728	12764-12024
trachymyrmex_cornetzi_NW_017300325.1:3967-25235	NA	NA	NA	NA	NA	NA	14195-13284	15097-14225	NA	12377-11493
trachymyrmex_septentrionalis_NW_017304482.1:1032631-1053950	NA	NA	NA	NA	NA	16455-11392	16455-11392	16455-11392	16455-11392	16455-11392
trachymyrmex_septentrionalis_NW_017304522.1:85803-107308	NA	NA	NA	NA	NA	NA	NA	7662-7315	5982-7118, 18573-19025	5982-7118
trachymyrmex_septentrionalis_NW_017305061.1:36176-57645	NA	NA	NA	NA	NA	16605-11542	16605-11542	5795-6103, 16605-11542	16605-11542	16605-11542
trachymyrmex_septentrionalis_NW_017305485.1:1-15843	NA	NA	NA	NA	NA	NA	247-2067	247-2067	2067-4046	2067-4046
trachymyrmex_septentrionalis_NW_017305562.1:1-17599	NA	NA	NA	NA	NA	NA	3125-4240	2508-3125, 3125-4240	4599-5936	4599-5936
trachymyrmex_zeteki_NW_017255882.1:1-2980	NA	NA	NA	NA	NA	NA	NA	NA	93-1151	93-1151
trachymyrmex_zeteki_NW_017255942.1:1-13287	NA	NA	NA	NA	NA	10093-10500	NA	NA	145-1290	NA
trachymyrmex_zeteki_NW_017255991.1:1-16608	NA	NA	NA	NA	NA	NA	5249-6256	4980-5327, 5249-6256	6479-7414, 16581-15928	7357-7842, 16581-15928
trachymyrmex_zeteki_NW_017257259.1:27709-45645	NA	NA	NA	NA	NA	14961-11014	14961-11014	14961-11014	14961-11014	NA
trachymyrmex_zeteki_NW_017257447.1:26906-47880	NA	NA	NA	NA	NA	NA	13178-12459	14539-13928	12474-11995	20528-20088
trachymyrmex_zeteki_NW_017257537.1:1196-14752	NA	NA	NA	NA	NA	NA	4836-7079	4836-7079	7197-8864	7197-8864
trachymyrmex_zeteki_NW_017257537.1:71-14752	NA	NA	NA	NA	NA	NA	5961-8204	5961-8204	8322-9989	8322-9989
trachymyrmex_zeteki_NW_017257566.1:49152-66061	NA	NA	NA	NA	NA	NA	16832-14862, 14862-13690	14862-13690	14862-13690	879-1802
trachymyrmex_zeteki_NW_017257583.1:18326-32821	NA	NA	NA	NA	NA	1132-536	14456-14055	14456-14055	13987-12632	NA
trachymyrmex_zeteki_NW_017257772.1:2604-24367	NA	NA	NA	NA	NA	7419-6679	14440-13757	14871-14332	13761-12169	13761-12169
trachymyrmex_zeteki_NW_017257775.1:48631-65369	NA	NA	NA	NA	NA	NA	NA	NA	3705-4460, 14623-14928	9300-9998
tribolium_castaneum_NW_015451025.1:1-16782	5894:6132, 8364:8567	11409:11647, 11192:11395	5890:5893/11648:11651, 8360:8363/11396:11399	6142:6156, 8571:8585	NA	10077-9559	228-707	NA	NA	759-1646
tribolium_castaneum_NW_015451657.1:19368-40111	NA	NA	NA	NA	NA	2088-2903	NA	8899-10023, 10010-10354	NA	NA
trichogramma_brassicae_CADCXV010000013.1:1-10527	NA	NA	NA	NA	NA	NA	NA	1731-2174	NA	NA
trichogramma_brassicae_CADCXV010000052.1:1-16865	NA	NA	NA	NA	NA	NA	76-1044, 1005-1385	76-1044	2327-3604	2327-3604
trichogramma_brassicae_CADCXV010000052.1:1-17258	NA	NA	NA	NA	NA	NA	76-1044, 1005-1385	76-1044	2327-3604	2327-3604
trichogramma_brassicae_CADCXV010000331.1:1-16576	NA	NA	NA	NA	NA	NA	NA	477-803	NA	NA
trichogramma_brassicae_CADCXV010000358.1:1-11582	NA	NA	NA	NA	NA	NA	5544-5053	6647-5985, 6061-5612	NA	NA
trichogramma_brassicae_CADCXV010000358.1:369305-390255	NA	NA	NA	NA	20414-18501	NA	17183-15483	17183-15483	15370-14036	15370-14036
trichogramma_brassicae_CADCXV010000691.1:1-15425	NA	NA	NA	NA	NA	NA	184-984	NA	984-1889	984-1889
trichogramma_brassicae_CADCXV010000792.1:22416-43924	NA	NA	NA	NA	NA	NA	15343-16449	15343-16449	NA	NA
trichogramma_brassicae_CADCXV010000792.1:32662-54611	1487:1936	12855:13305	1483:1486/13306:13309	12840:12854	NA	NA	5097-6203, 15900-14866	5097-6203, 16665-15955	14217-13147	NA
trichogramma_brassicae_CADCXV010000929.1:28961-49731	NA	NA	NA	NA	NA	17687-11949	17687-11949	17687-11949	17687-11949	17687-11949
trichogramma_brassicae_CADCXV010000945.1:13940-34461	NA	NA	NA	NA	NA	NA	1517-3994, 4088-5374	1517-3994	4088-5374, 20517-19393	NA
trichogramma_brassicae_CADCXV010000985.1:8840-30348	566:1521	13848:14800	562:565/14801:14804	13833:13847	NA	NA	NA	5497-6099	7482-8042	NA
trichogramma_brassicae_CADCXV010001009.1:26117-42915	NA	NA	NA	NA	NA	1451-1990	4003-4452	2110-3675, 14871-15224	4853-5479	NA
trichogramma_brassicae_CADCXV010001107.1:46316-67155	NA	NA	NA	NA	NA	2452-3066, 13676-14677	4162-5361	4162-5361	5616-6776	NA
trichogramma_brassicae_CADCXV010001107.1:66596-87318	NA	NA	NA	NA	NA	NA	17493-16702, 16598-15888	17493-16702	15399-14788	NA
trichogramma_brassicae_CADCXV010001198.1:50734-72242	NA	NA	NA	NA	NA	1408-1938	2023-3732	2023-3732	3644-5143	NA
trichogramma_brassicae_CADCXV010001206.1:1-17307	NA	NA	NA	NA	NA	NA	11884-11450	12301-11966, 11884-11450	10856-9657	10856-9657
trichogramma_brassicae_CADCXV010001282.1:4977-19834	NA	NA	NA	NA	NA	NA	NA	NA	2014-2850	NA
trichomalopsis_sarcophagae_NNAY01006280.1:1-9122	NA	NA	NA	NA	NA	3159-4460	NA	NA	NA	4592-5488
trichomalopsis_sarcophagae_NNAY01027560.1:1-3860	NA	NA	NA	NA	NA	NA	NA	NA	218-1897	218-1897
vespa_mandarinia_NW_023395894.1:105455-127017	7433:8145, 7776:8145, 8118:9976	19680:20375, 19680:20034, 17818:19676	7429:7432/20376:20379, 7772:7775/20035:20038, 8114:8117/19677:19680	8195:8209, 17734:17748	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
vespa_mandarinia_NW_023395894.1:16858-38420	41:203, 1975:3746	13817:13979, 11588:13359	37:40/13980:13983, 1971:1974/13360:13363	13718:13732, 11573:11587	NA	5661-9533	5661-9533	5661-9533	5661-9533	5661-9533
vespa_mandarinia_NW_023395894.1:225301-246863	NA	NA	NA	NA	NA	5661-9533	5661-9533	5661-9533	5661-9533	5661-9533
vespa_mandarinia_NW_023395894.1:22755-44317	7478:7873, 8118:9976	21086:21483, 17818:19676	7474:7477/21484:21487, 8114:8117/19677:19680	21023:21037, 17734:17748	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
vespa_mandarinia_NW_023395894.1:47865-69427	8112:9976	17818:19676	8108:8111/19677:19680	17734:17748	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
vespa_mandarinia_NW_023395894.1:60547-82109	8118:9976	17818:19685	8114:8117/19686:19689	17734:17748	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
vespa_mandarinia_NW_023395894.1:78940-100502	8118:9976	17818:19676	8114:8117/19677:19680	17734:17748	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
vespa_mandarinia_NW_023395894.1:92775-114337	8118:9976	17818:19676	8114:8117/19677:19680	17734:17748	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
vespa_mandarinia_NW_023395902.1:16746-38302	860:1877, 1542:1877, 1900:3715	13431:14447, 13431:13765, 11582:13442	855:859/14448:14452, 1537:1541/13766:13770, 1896:1899/13443:13446	13351:13365, 3784:3798	NA	5629-8940	5629-8940	5629-8940	5629-8940	NA
vespa_mandarinia_NW_023395914.1:467797-489359	8114:9976	17818:19680	8110:8113/19681:19684	9977:9991	NA	15903-12556	15903-12556	15903-12556	15903-12556	NA
vespa_mandarinia_NW_023395951.1:18246-39808	8112:9976	17818:19684	8108:8111/19685:19688	17734:17748	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
vespa_mandarinia_NW_023395951.1:53642-75204	174:1873, 515:1873, 856:1873, 1197:1873, 1538:1873, 1880:3746	13456:15154, 13456:14813, 13456:14473, 13456:14132, 13456:13791, 11588:13452	169:173/15155:15159, 510:514/14814:14818, 851:855/14474:14478, 1192:1196/14133:14137, 1533:1537/13792:13796, 1876:1879/13453:13456	13360:13374, 11573:11587	NA	5661-9533	5661-9533	5661-9533	5661-9533	5661-9533
vespa_mandarinia_NW_023395973.1:170490-192052	34:1875, 1518:1875, 1878:3746	13659:15502, 14341:16183, 14682:16524, 15023:16865, 15704:17548, 16045:17889, 16726:18571, 17067:18912, 17409:19252, 17750:19593, 18091:19933, 18773:20615, 19114:20956, 19454:21297, 13445:13798, 11588:13456	30:33/15503:15506, 30:33/16184:16187, 30:33/16525:16528, 30:33/16866:16869, 30:33/17549:17552, 30:33/17890:17893, 30:33/18572:18575, 30:33/18913:18916, 30:33/19253:19256, 30:33/19594:19597, 30:33/19934:19937, 30:33/20616:20619, 30:33/20957:20960, 30:33/21298:21301, 1513:1517/13799:13803, 1874:1877/13457:13460	13606:13620, 14288:14302, 14629:14643, 14970:14984, 15651:15665, 15992:16006, 16673:16687, 17014:17028, 17356:17370, 17697:17711, 18027:18041, 18720:18734, 19061:19075, 19401:19415, 13365:13379, 11573:11587	NA	5661-9533	5661-9533	5661-9533	5661-9533	5661-9533
vespa_mandarinia_NW_023395985.1:37305-58873	NA	NA	NA	NA	12319-12807	NA	NA	6703-7032, 17400-17999	NA	NA
vespa_mandarinia_NW_023395985.1:51269-72837	NA	NA	NA	NA	9251-8763	NA	NA	3436-4035, 14867-14538	NA	NA
vespa_mandarinia_NW_023396000.1:53508-75070	2634:4492	11588:13446	2630:2633/13447:13450	11573:11587	NA	6407-7426	7410-9533	6407-7426	7410-9533	7410-9533
vespa_mandarinia_NW_023396008.1:60170-81732	17:661, 17:320, 17:1002, 699:3388, 1040:3388, 1722:3388, 2063:3388, 2404:3388, 2745:3388	2745:3388, 3085:3388, 2404:3388, 5291:7980, 5291:7639, 5291:6958, 19709:21376, 5291:6617, 19709:21035, 5291:6276, 19709:20694, 5291:5935, 19709:20353	12:16/3389:3393, 694:698/7981:7985, 1035:1039/7640:7644, 1717:1721/6959:6963, 1717:1721/21377:21381, 2058:2062/6618:6622, 2058:2062/21036:21040, 2399:2403/6277:6281, 2399:2403/20695:20699, 2740:2744/5936:5940, 2740:2744/20354:20358	2720:2734, 357:371, 2379:2393, 5266:5280, 19684:19698	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
vespa_mandarinia_NW_023396008.1:74594-96156	NA	NA	NA	NA	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
vespa_mandarinia_NW_023396008.1:89018-110580	8110:9976	17818:19684	8106:8109/19685:19688	17734:17748	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
vespa_mandarinia_NW_023396016.1:67240-88808	NA	NA	NA	NA	9251-8763	NA	NA	14897-14319	NA	NA
vespa_mandarinia_NW_023396039.1:37914-59476	55:2824, 396:3165, 733:3506, 5412:6134, 5412:5799, 5435:6127, 8157:9976	5412:8184, 7441:8184, 7782:8184, 19629:20325, 17818:19633	50:54/8185:8189, 391:395/8185:8189, 728:732/8185:8189, 5407:5411/8185:8189, 5430:5434/20326:20330, 8153:8156/19634:19637	5342:5356, 7386:7400, 7729:7743, 6155:6169, 17734:17748	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
vespa_mandarinia_NW_023396044.1:27658-49220	41:179, 41:343, 41:684, 1890:3746	1744:1883, 14325:14628, 13984:14628, 11588:13444	37:40/1884:1887, 36:40/14629:14633, 1886:1889/13445:13448	218:232, 14283:14297, 13935:13949, 11573:11587	NA	5661-9533	5661-9533	5661-9533	5661-9533	5661-9533
vespa_mandarinia_NW_023396044.1:40423-61985	879:1863, 1219:1863, 1889:3746	13462:14446, 13462:14105, 11588:13445	874:878/14447:14451, 1214:1218/14106:14110, 1885:1888/13446:13449	1874:1888, 11573:11587	NA	5661-9533	5661-9533	5661-9533	5661-9533	5661-9533
vespa_mandarinia_NW_023396044.1:54003-75565	1889:3746, 13488:14131	11588:13446, 15192:15836	1885:1888/13447:13450, 13483:13487/15837:15841	11573:11587, 15150:15164	NA	5661-9533	5661-9533	5661-9533	5661-9533	5661-9533
vespa_mandarinia_NW_023396044.1:61731-83293	5760:6403, 5760:7603, 5760:6921, 6782:8108, 7464:8108, 8119:9976	7464:8108, 19708:21553, 20390:21553, 19708:21034, 19708:20352, 17818:19676	5755:5759/8109:8113, 5756:5759/21554:21557, 6777:6781/21035:21039, 7459:7463/20353:20357, 8115:8118/19677:19680	7422:7436, 7642:7656, 6960:6974, 19666:19680, 17734:17748	NA	15903-12031	15903-12031	15903-12031	15903-12031	15903-12031
