order,family,specie,sequence,class/family,begin,end
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:112313-122313,Simple_repeat,7017,7050
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:14755-24755,Simple_repeat,851,946
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:14755-24755,Simple_repeat,1115,1141
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:14755-24755,Low_complexity,2471,2548
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:14755-24755,Simple_repeat,4492,4511
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:14755-24755,Simple_repeat,5809,5843
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:14755-24755,Low_complexity,8865,8898
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:25616-35616,Simple_repeat,1479,1498
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:25616-35616,Simple_repeat,2979,3019
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:25616-35616,Simple_repeat,3477,3555
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:25616-35616,Simple_repeat,3746,3779
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:25616-35616,Simple_repeat,4319,4377
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:25616-35616,Simple_repeat,4547,4577
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:25616-35616,Simple_repeat,5594,5662
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:25616-35616,Low_complexity,5773,5821
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:25616-35616,Simple_repeat,6413,6440
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:25616-35616,Low_complexity,8108,8140
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:25616-35616,Simple_repeat,8409,8467
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:67580-77580,Simple_repeat,1791,1839
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:67580-77580,Simple_repeat,2173,2222
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:67580-77580,Simple_repeat,6054,6112
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:67580-77580,Simple_repeat,6961,6988
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:67580-77580,Simple_repeat,8449,8472
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:78441-88441,Simple_repeat,4155,4189
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:78441-88441,LTR/Gypsy,4339,4419
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:78441-88441,Simple_repeat,4948,5030
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:78441-88441,Simple_repeat,6932,6955
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:95790-105790,Simple_repeat,1561,1624
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:95790-105790,LTR/Gypsy,6002,6781
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229332.1:95790-105790,LTR/Gypsy,7041,7285
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:0-8316,LTR/Gypsy,1304,2590
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:0-8316,LTR/Gypsy,3494,3662
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:0-8316,Simple_repeat,4889,4925
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:26824-36824,Simple_repeat,1375,1438
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:26824-36824,Simple_repeat,5185,5211
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:26824-36824,Low_complexity,6389,6466
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:37685-47685,Simple_repeat,4172,4206
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:37685-47685,LTR/Gypsy,4356,4436
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:37685-47685,LTR/Gypsy,5263,6651
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:37685-47685,Simple_repeat,7777,7836
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:37685-47685,Simple_repeat,8005,8033
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:37685-47685,Low_complexity,9228,9276
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:37685-47685,Simple_repeat,9443,9473
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:9222-19222,Simple_repeat,429,456
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:9222-19222,Simple_repeat,2450,2508
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:9222-19222,Simple_repeat,5179,5257
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:9222-19222,Simple_repeat,6360,6373
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:9222-19222,Simple_repeat,6374,6402
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:9222-19222,Simple_repeat,6401,6459
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:9222-19222,Simple_repeat,6403,6413
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:9222-19222,Simple_repeat,6970,7049
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:9222-19222,Simple_repeat,7282,7315
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:9222-19222,Simple_repeat,8091,8119
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229343.1:9222-19222,Simple_repeat,8645,8663
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:16700-26700,Simple_repeat,1106,1136
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:16700-26700,Simple_repeat,4158,4192
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:16700-26700,LTR/Gypsy,4342,4422
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:16700-26700,LTR/Gypsy,5250,6494
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:16700-26700,Low_complexity,9868,9924
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:5839-15839,Simple_repeat,269,332
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:5839-15839,Simple_repeat,834,868
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:5839-15839,Simple_repeat,1381,1419
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:5839-15839,Simple_repeat,2317,2400
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:5839-15839,Simple_repeat,3208,3256
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:5839-15839,Simple_repeat,4456,4484
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:5839-15839,Simple_repeat,4653,4712
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:5839-15839,Simple_repeat,6444,6526
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229345.1:5839-15839,Simple_repeat,8454,8473
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:103301-113301,Simple_repeat,5644,5670
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:103301-113301,Simple_repeat,6676,6737
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:103301-113301,Simple_repeat,6738,6766
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:103301-113301,Low_complexity,9468,9504
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:114162-124162,Simple_repeat,754,807
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:114162-124162,Simple_repeat,907,933
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:114162-124162,Simple_repeat,1347,1373
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:114162-124162,Simple_repeat,1719,1792
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:114162-124162,Simple_repeat,5914,6010
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:114162-124162,Simple_repeat,6883,6922
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:114162-124162,Simple_repeat,6932,6998
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:114162-124162,Simple_repeat,7095,7221
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229349.1:114162-124162,Simple_repeat,7876,7899
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229352.1:1811-11811,Low_complexity,2111,2188
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229352.1:1811-11811,Simple_repeat,2551,2584
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229352.1:1811-11811,Simple_repeat,3792,3825
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229352.1:1811-11811,Simple_repeat,7874,7928
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229352.1:1811-11811,Simple_repeat,8038,8098
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229357.1:181226-191226,Simple_repeat,111,151
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229357.1:181226-191226,Simple_repeat,1922,1966
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229357.1:181226-191226,Simple_repeat,2231,2265
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229357.1:181226-191226,LTR/Gypsy,6023,7232
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229357.1:181226-191226,Low_complexity,7550,7622
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229357.1:181226-191226,Low_complexity,9055,9089
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229357.1:192006-202006,Simple_repeat,1204,1256
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229357.1:192006-202006,Simple_repeat,1311,1337
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229357.1:192006-202006,Simple_repeat,5611,5655
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229357.1:192006-202006,Simple_repeat,5916,5952
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:110567-120567,Simple_repeat,484,531
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:110567-120567,Simple_repeat,1681,1744
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:110567-120567,LTR/Gypsy,6001,6780
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:110567-120567,LTR/Gypsy,7040,7284
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:121479-131479,Simple_repeat,798,861
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:121479-131479,Simple_repeat,5524,5579
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:121479-131479,LTR/Gypsy,5635,7016
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:121479-131479,Low_complexity,7065,7131
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:88303-98303,LTR/Gypsy,6003,6781
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:88303-98303,LTR/Gypsy,7041,7285
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:99215-109215,Simple_repeat,798,861
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:99215-109215,Simple_repeat,2958,3045
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:99215-109215,Simple_repeat,3854,3902
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:99215-109215,Simple_repeat,4830,4897
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:99215-109215,Simple_repeat,5095,5123
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229362.1:99215-109215,Simple_repeat,5292,5351
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,121,152
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,747,879
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,880,953
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,954,974
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,2032,2106
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,2197,2226
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,2314,2333
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,3368,3416
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Low_complexity,6549,6626
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,7138,7196
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,7184,7194
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,7195,7223
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,7224,7237
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:148325-158325,Simple_repeat,8428,8447
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,199,226
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,505,535
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,1244,1296
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Low_complexity,1992,2036
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Low_complexity,2362,2453
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,2522,2553
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,3148,3280
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,3281,3354
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,3355,3375
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,3657,3688
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,4147,4200
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,4441,4515
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,4606,4635
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,4723,4742
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,5754,5802
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,Simple_repeat,5904,5940
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:159102-169102,LTR/Gypsy,9869,9999
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:165876-175876,LTR/Gypsy,3032,4319
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:165876-175876,Low_complexity,8657,8729
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:165876-175876,Low_complexity,8909,8940
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,426,453
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,732,770
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,1479,1531
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Low_complexity,2227,2271
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Low_complexity,2597,2688
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,2757,2788
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,3383,3515
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,3516,3589
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,3590,3610
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,3892,3925
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,4385,4438
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,4679,4753
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,4844,4873
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,4961,4980
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,5992,6040
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229378.1:176782-186782,Simple_repeat,6142,6178
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:110438-120438,LTR/Gypsy,4585,4874
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:110438-120438,LTR/Gypsy,5724,7012
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:110438-120438,Simple_repeat,8281,8305
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:110438-120438,Simple_repeat,9839,9930
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,2788,2845
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,4796,4843
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,4886,4927
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Low_complexity,5080,5165
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,5261,5323
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,5759,5853
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Low_complexity,5875,5949
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,6193,6238
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,7153,7231
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,8038,8085
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,8199,8265
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,9282,9306
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,9476,9535
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:29926-39926,Simple_repeat,9536,9571
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:40832-50832,Simple_repeat,1507,1535
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:79655-89655,Simple_repeat,642,670
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:79655-89655,Simple_repeat,2408,2459
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:79655-89655,Simple_repeat,8647,8705
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:79655-89655,Simple_repeat,9545,9572
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:90561-100561,Simple_repeat,1068,1097
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:90561-100561,Simple_repeat,3383,3419
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:90561-100561,LTR/Gypsy,5721,6134
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:99532-109532,Simple_repeat,6905,6928
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:99532-109532,Simple_repeat,8724,8752
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:99532-109532,Simple_repeat,9277,9307
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229383.1:99532-109532,Simple_repeat,9476,9535
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:149717-159717,Simple_repeat,2673,2697
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:149717-159717,Low_complexity,4145,4232
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:149717-159717,Simple_repeat,4340,4370
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:149717-159717,Simple_repeat,4977,5007
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:149717-159717,Low_complexity,5263,5310
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:149717-159717,Simple_repeat,5308,5360
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:149717-159717,Simple_repeat,7137,7205
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:160578-170578,Simple_repeat,503,564
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:160578-170578,Simple_repeat,1828,1866
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:160578-170578,Simple_repeat,2150,2180
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:160578-170578,LTR/Pao,2569,2822
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:160578-170578,LTR/Pao,3869,4000
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:160578-170578,LTR/Pao,4368,4457
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:160578-170578,LTR/Pao,4955,5030
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229391.1:160578-170578,LTR/Pao,6752,6848
Hymenoptera,Formicidae,Camponotus floridanus,NW_020229409.1:15280-25280,Simple_repeat,815,848
